Title,ShortTitle,CallNumber,CatalogedGenre,Facsimile,TPDate,DateCert,CatalogedDate,MapDate,TPCity,LocationFromImprint,CatalogedCity,RegularizedStreetAddress,GeoCodeAddress,GeoLat,GeoLong,LicenseStatement,Registration,Author,Printer,Bookseller,Publisher,Contributor,Compiler,Reprint,Edition,Archive,Link
"The famous and memorable history of the battle on Chevy-Chace, Between Earl Piercy, with fifteen hundred English, and earl Douglas, with two thousand Scots; in which both these Earls, and most of their men were slain. To which is added, An old Ballad on the same Subject. Embellished with beautiful Engravings of the most re markable Incidents in this important History",The famous and memorable history of the battle on Chevy-Chace,,,Y,,circa,1790,1790-01-01,Newcastle,,Newcastle,"Newcastle upon Tyne, England","Newcastle upon Tyne, England, United Kingdom",55.009551,-1.668049,,,,M. Angus & Son,,,,,,,Eighteenth Century Collections Online,https://link.gale.com/apps/doc/CW0116611624/ECCO?u=txshracd2579&sid=bookmark-ECCO&xid=f4f5163a&pg=1
The history of Thomas Hickathrift. Part the first,,,,Y,,circa,1790,1790-01-01,London,"Aldermary Church Yard, London",London,"Aldermary Church Yard, London, England","London, England, United Kingdom",51.509648,-0.099076,,,,,,,,,,,Eighteenth Century Collections Online,https://link.gale.com/apps/doc/CW0116612411/ECCO?u=txshracd2579&sid=bookmark-ECCO&xid=1802f3fc&pg=1
"The Famous History of the Lancashire Witches, Etc.",,,,Y,,specified,1780,1780-01-01,London,"Aldermary Church Yard, Bow Lane, London",London,"Aldermary Church Yard, Bow Lane, London, England","Bow Lane, London, England, United Kingdom",51.604098,-0.178272,,,,,,,,,,,The British Library via Google Books,https://www.google.com/books/edition/The_Famous_History_of_the_Lancashire_Wit/vY7Jar3yktoC?hl=en&gbpv=0
"The Foreign Travels and Dangerous Voyages of that renowned English Knight Sir John Mandeville. Wherein He gives an Account of Remote Kingdoms, Countries, Rivers, Castles, and Giants of a prodigious Height and Strength. Together with the People called Pigmies, very small and of a low Stature. To which is added, An Account of People of odd Deformities, some without Heads.— Also dark inchanted Wildernesses, where are fiery Dragons, Griffins, and many wonderful Beasts of Prey, in the Country of Prester John. — All very delightful to the Reader.",The Foreign Travels and Dangerous Voyages of that renowned English Knight Sir John Mandeville,,,Y,,specified,1785,1785-01-01,,Bow-Church-Yard,London,"Bow-Church-Yard, London, England","Bow Churchyard, London, England, United Kingdom",51.513672,-0.09384,,,,,,,,,,,The British Library via Google Books,https://www.google.com/books/edition/The_Foreign_Travels_of_Sir_John_Mandevil/nOtX8125q9MC?hl=en&gbpv=0
"The Life of Long Meg of Westminster containing The Merry Pranks she play’d in her Lifetime, not only in performing sundry Exploits with divers Ruffians about London, but also how valiantly she behaved herself at the Wars of Bullogn",The Life of Long Meg of Westminster,,,Y,,specified,1780,1780-01-01,Newcastle,,,,,,,,,,,,,,,,,The British Library via Google Books,https://www.google.com/books/edition/The_whole_life_and_death_of_Long_Meg_A_c/Af1eAAAAcAAJ?hl=en&gbpv=0
"The History of the Seven Wise Mistresses of Rome wherein The Treachery of evil Ministers is discovered; Innocency cleared, and the Wisdom of the Seven Wise Mistresses displayed",The History of the Seven Wise Mistresses of Rome,,,Y,,specified,1790,1790-01-01,London,,London,"London, England","London, England, United Kingdom",51.509648,-0.099076,,,,,,,,,,,The British Library via Google Books,https://www.google.com/books/edition/The_famous_History_of_the_Seven_Wise_Mis/z0JYqGzoEbwC?hl=en&gbpv=0
"The Strange and Wonderful Relation of the Old Woman That was drowned at Ratcliff-Highway, A Fortnight ago. Wherein is added The Old Woman’s Legacies, A little before her Death. Part the Second. ",The Strange and Wonderful Relation of the Old Woman That was drowned at Ratcliff-Highway,,,Y,,specified,1780,1780-01-01,London,"Stonecutter Street, Fleet Market",London,"Stonecutter Street, Fleet Market, London, England","London, England, United Kingdom",51.509648,-0.099076,,,,,,,,,,,The British Library via Google Books,https://www.google.com/books/edition/A_Strange_and_Wonderful_Relation_of_an_o/2VWuK2_3OPQC?hl=en&gbpv=0
"The Strange and Wonderful Relation of the Old Woman That was drowned at Ratcliff-Highway, A Fortnight ago. Wherein is added The Old Woman’s Legacies, A little before her Death. Part the First. ",,,,Y,,specified,1780,1780-01-01,London,,London,"London, England","London, England, United Kingdom",51.509648,-0.099076,,,,,,,,,,,The British Library via Google Books,https://www.google.com/books/edition/A_Strange_and_Wonderful_Relation_of_an_o/2_Levc7M6ScC?hl=en&gbpv=0
The History of the Seven Champions of Christendom. Part the First.,,,,Y,,specified,1780,1780-01-01,London,,London,"London, England","London, England, United Kingdom",51.509648,-0.099076,,,,,,,,,,,The British Library via Google Books,https://www.google.com/books/edition/The_History_of_the_Seven_Champions_of_Ch/7fpeAAAAcAAJ?hl=en&gbpv=0
"The World Turned Upside-down or, the Folly of Man exemplified in Twelve comical Relations upon Uncommon Subjects. Illustrated with TWELVE curious CUTS, Truly adapted to each Story.",The World Turned Upside-down,,,Y,,specified,1780,1780-01-01,London,,London,"London, England","London, England, United Kingdom",51.509648,-0.099076,,,,,,,,,,,The British Library via Google Books,https://www.google.com/books/edition/The_World_turn_d_upside_down_or_the_foll/wK9End-ejS8C?hl=en&gbpv=0
"The Mariners’ Concert, Being a new collection of the most favorite sea songs, Written and sung by Dibden, Dignum, Fawcett, &c. And sung at the Places of Public Amusement in the Year 1797 ",The Mariners’ Concert,,,Y,,specified,1797,1797-01-01,London,"42, Long-Lane London",London,"42 Long-Lane, London, England","London, England, United Kingdom",51.509648,-0.099076,,,,J.Evans ,,,,,,,The British Library via Google Books,https://www.google.com/books/edition/The_Mariner_s_Concert_Being_a_New_Collec/izZYAAAAcAAJ?hl=en&gbpv=0
"The History of Jack Horner. Containing, The Witty Pranks he played, From his Youth to his Riper Years, being pleasant for Winter Evenings. ",The History of Jack Horner,,,Y,,specified,1785,1785-01-01,London,,London,"London, England","London, England, United Kingdom",51.509648,-0.099076,,,,,,,,,,,The British Library via Google Books,https://www.google.com/books/edition/The_History_of_Jack_Horner_In_verse_A_ch/uqPEKXoXkdEC?hl=en&gbpv=0
The Chester Garland. Containing four parts.,,,,Y,,specified,1790,1790-01-01,Hull,Butchery,Hull,"Butchery, Hull","Kingston Upon Hull, England, United Kingdom",53.752278,-0.436161,,,,,,,,,,,The British Library via Google Books,https://www.google.com/books/edition/The_Chester_Garland_In_four_parts_A_chap/3QVZYxJ8NUQC?hl=en&gbpv=0
"The Arabian Pirate or Authentic History and Fighting Adventures of Tulagee Angria/ with An Account of his Predecessors, the Angrias, who carried on their depredation in the East Indies for upwards of Forty Years. Also An Account of the Siege and taking of his Town and Fortress, and the destruction of his whole Naval Force, by Admiral Watson and Colonel Clive.",The Arabian Pirate,,,Y,,,,1790-01-01,Newcastle ,in the Side,Newcastle,"Newcastle upon Tyne, England","Newcastle upon Tyne, England, United Kingdom",55.009551,-1.668049,,,,G. Angus ,,,,,,,The British Library via Google Books,G. Angus 
